game_date,game_id,team,player,url,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,bpm
2023-11-06,202311060CHI,UTA,Lauri Markkanen,https://www.basketball-reference.com/boxscores/202311060CHI.html,34:26,.783,.700,.800,.533,3.2,12.4,7.9,14.0,0.0,2.4,5.1,23.6,165,135,10.6
2023-11-06,202311060CHI,UTA,Walker Kessler,https://www.basketball-reference.com/boxscores/202311060CHI.html,30:39,.512,.458,.167,.500,40.1,13.9,26.7,0.0,0.0,10.6,6.4,21.2,130,128,-2.6
2023-11-06,202311060CHI,UTA,Jordan Clarkson,https://www.basketball-reference.com/boxscores/202311060CHI.html,29:05,.250,.250,.571,.000,3.8,0.0,1.9,27.5,0.0,0.0,26.3,27.2,67,140,-20.5
2023-11-06,202311060CHI,UTA,John Collins,https://www.basketball-reference.com/boxscores/202311060CHI.html,28:40,.742,.722,.222,.111,3.9,18.6,11.4,0.0,1.7,0.0,17.5,16.6,118,132,-4.7
2023-11-06,202311060CHI,UTA,Talen Horton-Tucker,https://www.basketball-reference.com/boxscores/202311060CHI.html,23:25,.500,.500,.600,.000,0.0,27.3,14.0,22.2,0.0,0.0,50.0,17.8,68,134,-12.3
2023-11-06,202311060CHI,UTA,Kelly Olynyk,https://www.basketball-reference.com/boxscores/202311060CHI.html,23:19,.874,.857,.429,.143,0.0,32.0,16.4,53.6,0.0,0.0,11.8,15.0,175,133,14.6
2023-11-06,202311060CHI,UTA,Keyonte George,https://www.basketball-reference.com/boxscores/202311060CHI.html,20:37,.500,.500,.600,.000,0.0,10.3,5.3,25.6,0.0,0.0,28.6,14.1,100,138,-7.7
2023-11-06,202311060CHI,UTA,Collin Sexton,https://www.basketball-reference.com/boxscores/202311060CHI.html,16:49,.670,.650,.300,.100,6.6,12.7,9.7,23.9,0.0,0.0,8.7,28.3,133,137,0.9
2023-11-06,202311060CHI,UTA,Ochai Agbaji,https://www.basketball-reference.com/boxscores/202311060CHI.html,10:35,.500,.500,.667,.000,0.0,10.1,5.2,12.4,0.0,7.7,25.0,15.7,90,131,-5.4
2023-11-06,202311060CHI,UTA,Kris Dunn,https://www.basketball-reference.com/boxscores/202311060CHI.html,10:30,1.500,1.500,1.000,.000,21.3,30.5,26.0,37.6,0.0,0.0,66.7,11.9,119,133,5.0
2023-11-06,202311060CHI,UTA,Simone Fontecchio,https://www.basketball-reference.com/boxscores/202311060CHI.html,3:58,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,31.4,0,140,-42.9
2023-11-06,202311060CHI,UTA,Luka Šamanić,https://www.basketball-reference.com/boxscores/202311060CHI.html,3:58,.750,.750,1.000,.000,0.0,26.9,13.8,41.9,0.0,0.0,0.0,21.0,175,134,15.7
