Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Jayson Tatum,23.0,SF,76,76,2731,0,1,67,32,0,12.1,13.8,98,71,66,32,186,10,833,41,81,"MVP-6,AS,NBA1"
2.0,Marcus Smart,27.0,PG,71,71,2296,63,37,0,0,0,9.7,4.7,106,32,59,12,67,44,977,19,28,"DPOY-1,DEF1"
3.0,Jaylen Brown,25.0,SF,66,66,2220,0,45,47,8,0,10.1,5.4,74,64,67,18,150,13,566,37,95,
4.0,Al Horford,35.0,C,69,69,2005,0,0,0,1,99,9.4,3.3,36,13,70,8,44,0,544,13,12,DPOY-9
5.0,Grant Williams,23.0,PF,77,21,1875,0,0,3,94,3,4.5,-6.0,28,17,90,10,39,22,196,14,18,
6.0,Robert Williams,24.0,C,61,61,1804,0,0,0,42,58,9.9,4.0,30,12,89,8,44,1,302,14,9,"DPOY-7,DEF2"
7.0,Dennis Schröder,28.0,PG,49,25,1433,100,0,0,0,0,1.7,-9.4,59,25,30,14,57,18,508,16,40,
8.0,Josh Richardson,28.0,SG,44,0,1087,1,82,16,0,0,3.1,-6.3,19,9,38,3,25,6,166,3,17,
9.0,Payton Pritchard,24.0,PG,71,2,1001,94,6,0,0,0,3.5,-5.6,22,9,20,2,6,3,353,2,13,
10.0,Romeo Langford,22.0,SG,44,5,728,3,43,52,2,0,1.3,-7.8,9,3,27,1,17,3,49,6,14,
11.0,Derrick White,27.0,SG,26,4,713,13,85,1,0,0,12.3,5.6,18,9,30,1,39,14,219,11,10,
12.0,Aaron Nesmith,22.0,SF,52,3,574,1,30,63,7,0,4.5,-3.8,17,5,39,3,15,6,53,7,2,
13.0,Enes Freedom,29.0,C,35,1,411,0,0,0,0,100,8.9,1.4,3,9,29,4,15,1,19,5,16,
14.0,Daniel Theis,29.0,C,21,6,393,0,0,0,32,68,18.0,11.4,5,4,37,5,18,3,53,6,5,
15.0,Sam Hauser,24.0,SF,26,0,158,0,2,57,41,0,2.6,-5.3,1,0,2,0,0,0,24,0,1,
16.0,Jabari Parker,26.0,PF,12,0,112,0,0,0,28,72,-1.2,-9.2,5,2,9,1,3,0,13,1,2,
17.0,Juancho Hernangómez,26.0,PF,18,0,96,0,0,12,84,5,-17.4,-25.7,3,2,3,1,5,0,8,1,1,
18.0,Luke Kornet,26.0,C,12,0,85,0,0,0,0,100,3.3,-4.5,0,0,7,0,2,0,20,1,1,
19.0,Brodric Thomas,25.0,SG,12,0,60,59,41,0,0,0,2.9,-4.9,3,3,4,0,3,0,26,1,1,
20.0,Bruno Fernando,23.0,C,20,0,58,0,0,0,12,88,-18.8,-26.9,0,1,2,2,2,0,10,1,2,
21.0,Malik Fitts,24.0,PF,8,0,28,0,0,0,94,6,19.8,12.1,0,0,1,0,0,0,13,0,1,
22.0,Nik Stauskas,28.0,SG,6,0,15,0,84,16,0,0,18.9,11.2,0,1,0,0,1,0,2,0,0,
23.0,Kelan Martin,26.0,SF,3,0,6,0,51,49,0,0,-64.6,-72.4,0,0,0,0,0,0,0,0,0,
24.0,Matt Ryan,24.0,SF,1,0,5,0,52,48,0,0,35.6,27.9,0,0,0,0,0,0,0,0,0,
25.0,Juwan Morgan,24.0,PF,1,0,4,0,0,100,0,0,97.6,90.0,0,0,0,0,0,0,0,0,0,
26.0,C.J. Miles,34.0,SG,1,0,2,0,100,0,0,0,-125.0,-132.8,0,0,1,0,0,0,0,0,0,
27.0,Joe Johnson,40.0,SG,1,0,2,0,0,100,0,0,-125.0,-132.8,0,0,0,0,0,0,0,0,0,
28.0,Justin Jackson,26.0,SF,1,0,2,0,0,0,100,0,-125.0,-132.8,0,0,0,0,0,0,0,0,0,
,Team Totals,,,82,82,19904,20,20,20,20,20,7.7,1.6,536,291,720,125,738,144,4954,199,369,
