Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Buddy Hield,28.0,SG,71,71,2433,0,44,53,3,0,-1.6,6.9,78,33,91,5,21,4,579,5,33,
2.0,Harrison Barnes,28.0,PF,58,58,2102,0,0,31,66,3,-1.1,6.5,46,32,36,11,101,11,497,25,24,
3.0,De'Aaron Fox,23.0,PG,58,58,2036,98,2,0,0,0,-4.5,-2.1,90,68,64,8,216,23,1003,53,64,
4.0,Richaun Holmes,27.0,C,61,61,1782,0,0,0,0,100,0.5,8.4,28,13,119,24,88,5,240,26,30,
5.0,Tyrese Haliburton,20.0,PG,58,20,1746,22,65,13,0,0,-4.8,-2.3,54,14,35,2,26,1,721,11,20,ROY-3
6.0,Marvin Bagley III,21.0,PF,43,42,1112,0,0,0,69,31,-3.2,0.6,12,20,57,15,69,18,106,12,42,
7.0,Cory Joseph,29.0,PG,44,2,944,47,53,0,0,0,-8.8,-7.1,23,13,47,5,18,11,254,3,12,
8.0,Delon Wright,28.0,PG,27,8,696,49,46,4,0,0,-3.5,0.2,20,12,19,1,15,8,245,4,15,
9.0,Maurice Harkless,27.0,PF,26,20,648,0,0,57,43,0,-0.6,3.7,12,3,43,1,20,2,90,3,8,
10.0,Terence Davis,23.0,SG,27,0,581,6,48,46,1,0,-5.4,-2.1,18,10,25,3,18,2,107,3,17,
11.0,Hassan Whiteside,31.0,C,36,4,546,0,0,0,0,100,-8.4,-5.7,11,7,38,15,41,3,50,9,17,
12.0,Chimezie Metu,23.0,C,36,6,488,0,0,0,38,62,-6.0,-2.8,11,7,35,9,19,2,68,2,11,
13.0,Nemanja Bjelica,32.0,PF,26,1,439,0,0,0,89,11,-8.6,-5.7,11,7,17,7,16,0,119,5,7,
14.0,Glenn Robinson III,27.0,SF,23,2,369,0,1,60,39,0,-16.1,-14.0,3,6,12,0,9,1,50,1,8,
15.0,Damian Jones,25.0,C,17,4,341,0,0,0,0,100,-3.7,-0.1,2,6,19,6,18,2,62,3,5,
16.0,Justin James,24.0,SF,36,0,310,1,10,69,20,0,-8.1,-4.9,6,6,11,1,18,2,51,2,9,
17.0,Kyle Guy,23.0,PG,31,0,235,100,0,0,0,0,-7.5,-4.2,7,2,10,1,7,2,74,2,5,
18.0,DaQuan Jeffries,23.0,SG,18,2,232,0,7,60,33,0,5.7,10.0,3,2,13,1,4,4,15,1,6,
19.0,Jahmi'us Ramsey,19.0,SG,13,0,94,29,70,1,0,0,-0.6,3.1,3,0,3,0,2,0,15,1,1,
20.0,Louis King,21.0,SF,6,1,85,0,0,44,56,0,-1.7,2.0,2,1,3,0,3,0,22,2,0,
21.0,Robert Woodard II,21.0,SF,13,0,45,0,0,12,75,14,10.2,14.1,1,0,4,0,4,0,4,0,0,
22.0,Jabari Parker,25.0,PF,3,0,27,0,0,0,82,18,-38.5,-35.1,1,1,2,0,0,1,2,0,0,
23.0,Chris Silva,24.0,PF,4,0,9,0,0,0,32,68,2.3,5.9,1,0,3,0,0,0,0,0,1,
24.0,Norvel Pelle,27.0,C,1,0,4,0,0,0,0,100,11.1,14.8,0,0,1,0,0,0,2,0,1,
,Team Totals,,,72,72,17304,20,20,20,20,20,-3.6,1.2,443,263,707,115,733,102,4376,173,336,
